,TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
99138,3352009,-25.0,153124.0,,,5.0,-36.0,14.0,-35.0,,,100.0,NotFound,33.0,-300.0,New,NotFound,166.0,,317.0,597.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,100.0,Found,New,NotFound,iOS 11.2.5,mobile safari generic,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
65070,3155572,0.0,6351.0,,,3.0,0.0,,,5.0,0.0,95.6500015258789,NotFound,,-300.0,New,NotFound,166.0,,100.0,533.0,,,,,,,,Found,Found,Mac OS X 10_11_6,safari generic,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
123489,3477274,-5.0,133488.0,,,3.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,64.0,,New,NotFound,225.0,,427.0,417.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,
11959,3026327,-25.0,37824.0,,,0.0,0.0,,,0.0,0.0,100.0,Found,63.0,-360.0,Unknown,,166.0,,621.0,253.0,,,,,,,,Found,Found,Windows 7,firefox 57.0,24.0,1600x900,match_status:2,T,F,F,T,desktop,Windows
100855,3359626,-10.0,475329.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome generic for android,,,,F,F,T,F,mobile,SM-J730GM Build/NRD90M
32317,3070340,-80.0,68028.0,0.0,0.0,0.0,0.0,16.0,-100.0,0.0,0.0,100.0,NotFound,36.0,-300.0,Found,Found,166.0,,100.0,489.0,570.0,14.0,IP_PROXY:HIDDEN,11.0,258.0,121.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,T,T,T,desktop,rv:11.0
58169,3121782,-40.0,144683.0,,,21.0,-33.0,,,,,100.0,NotFound,18.0,,New,NotFound,166.0,13.0,321.0,214.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
14655,3032741,-25.0,434000.0,,,0.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,63.0,,Unknown,,225.0,,266.0,401.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,F,T,desktop,Windows
113063,3419064,-5.0,24519.0,,,12.0,-1.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,304.0,222.0,,,,,,,,New,NotFound,Windows 7,chrome 65.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
57064,3117771,-5.0,185068.0,,,1.0,-2.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,612.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
44740,3092828,0.0,126085.0,,,1.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,HUAWEI CUN-L03 Build/HUAWEICUN-L03
74090,3209047,-5.0,394194.0,,,10.0,-19.0,,,0.0,0.0,96.72000122070312,NotFound,52.0,,New,NotFound,225.0,,646.0,401.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,Windows
85060,3266054,-50.0,4711.0,0.0,0.0,,,2.0,-8.0,0.0,0.0,100.0,Found,54.0,-300.0,Found,Found,,,,,576.0,14.0,IP_PROXY:HIDDEN,11.0,505.0,102.0,Found,Found,Found,Android,chrome 64.0,24.0,1280x720,match_status:2,T,F,T,T,mobile,
56415,3115207,-15.0,31635.0,0.0,0.0,,,20.0,-21.0,-1.0,-2.0,100.0,Found,52.0,-300.0,Found,Found,,,,,755.0,14.0,IP_PROXY:ANONYMOUS,11.0,509.0,119.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
72453,3200497,-5.0,75510.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,410.0,500.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
85801,3269822,-10.0,322844.0,0.0,0.0,2.0,-5.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,166.0,15.0,352.0,500.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,match_status:2,F,F,T,F,mobile,SM-N950U Build/NMF26X
141292,3561175,-60.0,199716.0,,,22.0,-72.0,,,,,100.0,NotFound,27.0,,Unknown,,166.0,15.0,385.0,222.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
128069,3504846,-5.0,121849.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-360.0,New,NotFound,166.0,,312.0,611.0,,,,,,,,New,NotFound,Mac OS X 10_13_3,chrome generic,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
112588,3416333,-5.0,63651.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,548.0,146.0,,,,,,,,Found,Found,Windows 10,chrome 65.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
130662,3517793,-5.0,487328.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,144.0,,142.0,623.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,Windows
20630,3046708,0.0,25697.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,13.0,312.0,222.0,,,,,,,,Found,Found,Mac OS X 10_13_2,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
55791,3113223,-5.0,78779.0,0.0,0.0,0.0,-3.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
39720,3083666,0.0,60824.0,,,0.0,-5.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,13.0,193.0,535.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1680x1050,match_status:2,T,T,T,T,desktop,Trident/7.0
20972,3047537,-31.0,167311.0,,,,,-2.0,-45.0,,,100.0,NotFound,49.0,,Unknown,,,,,,770.0,41.0,IP_PROXY:ANONYMOUS,11.0,479.0,215.0,Found,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
126705,3496184,-5.0,37952.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-360.0,New,NotFound,166.0,,542.0,214.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari generic,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
93411,3316300,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10764,3023382,-10.0,654748.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Mac OS X 10.6,firefox 48.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,rv:48.0
36725,3078333,-5.0,89280.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,312.0,600.0,,,,,,,,Found,NotFound,Windows 10,chrome 63.0,24.0,3440x1440,match_status:2,T,F,T,F,desktop,Windows
19782,3044736,-10.0,101724.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,15.0,390.0,549.0,,,,,,,,Found,Found,Windows 10,chrome 60.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
76330,3221999,-25.0,118490.0,,,4.0,-5.0,,,0.0,0.0,95.08000183105467,NotFound,63.0,,Unknown,,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,F,T,desktop,rv:11.0
35104,3075464,-5.0,94561.0,,,,,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,549.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
115110,3430263,0.0,3572.0,,,4.0,-8.0,,,,,100.0,Found,,-300.0,New,NotFound,166.0,12.0,410.0,533.0,,,,,,,,New,NotFound,Mac OS X 10_12_1,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
140408,3556867,-5.0,96680.0,,,5.0,-16.0,,,0.0,0.0,91.43000030517578,NotFound,52.0,-360.0,New,NotFound,166.0,13.0,287.0,611.0,,,,,,,,Found,Found,Windows 7,chrome 66.0,24.0,1280x1024,match_status:2,T,F,T,F,desktop,Windows
127671,3502388,-5.0,347859.0,0.0,0.0,-13.0,-33.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,266.0,595.0,,,,,,,,Found,Found,,chrome generic for android,,,,F,F,T,F,mobile,Lenovo PB2-650Y Build/MRA58K
133964,3528504,-20.0,542712.0,,,-10.0,-32.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,13.0,266.0,595.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
68421,3177648,-5.0,83255.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,214.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
118945,3451383,-20.0,566777.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,153.0,325.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
117623,3444093,0.0,135914.0,,,0.0,-3.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,391.0,,,,,,,,New,NotFound,Windows 10,firefox 58.0,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Windows
114481,3427076,-25.0,449567.0,,,1.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,427.0,127.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
40932,3086049,0.0,22205.0,,,0.0,0.0,,,0.0,0.0,97.8499984741211,NotFound,,-300.0,New,NotFound,166.0,,390.0,549.0,,,,,,,,Found,Found,Android 6.0.1,chrome 63.0 for android,32.0,1920x1080,match_status:2,T,F,T,T,mobile,Z981 Build/MMB29M
82069,3253111,-20.0,209017.0,,,0.0,-9.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,127.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
895,2991677,-5.0,117891.0,0.0,0.0,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,549.0,,,,,,,,Found,NotFound,Windows 10,edge 15.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
106686,3387257,-5.0,50491.0,,,29.0,-31.0,,,,,100.0,NotFound,64.0,-480.0,New,NotFound,166.0,15.0,122.0,222.0,,,,,,,,New,NotFound,iOS 11.2.5,mobile safari generic,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
118538,3448753,-10.0,689289.0,,,5.0,0.0,,,,,100.0,NotFound,64.0,,New,NotFound,144.0,,410.0,614.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,T,F,mobile,Kylin
21158,3048020,0.0,12169.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,390.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 62.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
83379,3258952,-5.0,42135.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,33.0,-300.0,Found,Found,166.0,,311.0,597.0,,,,,,,,Found,Found,iOS 11.2.5,mobile safari generic,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
85050,3265989,-5.0,76132.0,0.0,0.0,21.0,-23.0,,,0.0,0.0,100.0,Found,33.0,-300.0,Found,Found,166.0,15.0,321.0,549.0,,,,,,,,Found,Found,iOS 11.2.5,mobile safari generic,32.0,1334x750,match_status:2,T,F,F,T,mobile,iOS Device
113770,3422869,-5.0,138316.0,,,12.0,0.0,,,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,15.0,352.0,256.0,,,,,,,,New,NotFound,iOS 11.2.6,mobile safari generic,32.0,2436x1125,match_status:1,T,F,T,F,mobile,iOS Device
40964,3086112,-5.0,633093.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,193.0,500.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
132581,3524936,-5.0,63874.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-360.0,New,NotFound,166.0,,529.0,299.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,2208x1242,match_status:2,T,F,F,T,mobile,iOS Device
39935,3084028,-5.0,103479.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,193.0,535.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
48597,3098816,-5.0,102866.0,,,0.0,0.0,,,0.0,0.0,97.5,NotFound,52.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
123554,3477657,-5.0,60842.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari generic,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
26526,3059186,-5.0,31538.0,0.0,0.0,9.0,-100.0,,,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,12.0,321.0,222.0,,,,,,,,Found,Found,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
24539,3055128,-5.0,109723.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,,492.0,153.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
41470,3087041,-5.0,64884.0,0.0,0.0,0.0,-8.0,,,0.0,0.0,100.0,Found,52.0,480.0,Found,Found,128.0,,410.0,298.0,,,,,,,,Found,Found,Windows 8.1,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
12038,3026531,-90.0,269537.0,0.0,0.0,-6.0,-30.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,15.0,345.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G930F Build/NRD90M
11678,3025565,-60.0,109144.0,0.0,0.0,0.0,0.0,9.0,-34.0,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,312.0,278.0,228.0,14.0,IP_PROXY:TRANSPARENT,15.0,426.0,100.0,Found,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
20347,3046007,-5.0,59493.0,,,5.0,-3.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,610.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
40788,3085782,-5.0,223403.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,610.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
39121,3082581,-5.0,47407.0,0.0,0.0,4.0,-7.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,395.0,535.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
38245,3081059,-5.0,39167.0,0.0,0.0,19.0,-8.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,12.0,410.0,600.0,,,,,,,,Found,Found,Windows 8.1,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
80547,3245772,-10.0,55150.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
49463,3099854,-5.0,36020.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,542.0,489.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
24676,3055402,-5.0,73912.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,100.0,,507.0,314.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
42888,3089464,-10.0,88155.0,,,3.0,-33.0,17.0,-33.0,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,317.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,442.0,102.0,Found,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
92382,3307196,-5.0,470444.0,0.0,0.0,-4.0,-13.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,5011A Build/NRD90M
136017,3538336,-5.0,48752.0,,,17.0,-100.0,,,,,100.0,NotFound,64.0,-420.0,New,NotFound,166.0,18.0,321.0,222.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
141079,3560248,-10.0,109512.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,,153.0,563.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,XT1080 Build/SU6-7.7
72306,3199794,-5.0,80913.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
77428,3228650,-5.0,349212.0,,,-2.0,-39.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,15.0,384.0,507.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,5012G Build/MRA58K
53209,3106055,-5.0,94374.0,0.0,0.0,6.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
43839,3091215,-5.0,158013.0,0.0,0.0,6.0,-12.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,15.0,345.0,507.0,,,,,,,,Found,Found,,chrome 50.0 for android,,,,F,F,T,F,mobile,SM-J500M Build/MMB29M
97245,3341067,-5.0,149522.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,
126479,3494994,-5.0,92441.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,548.0,161.0,,,,,,,,New,NotFound,Windows 10,firefox 59.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
71812,3197261,-25.0,151677.0,,,3.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,427.0,127.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,F,mobile,
105734,3383054,-5.0,198107.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,417.0,,,,,,,,New,NotFound,,firefox 59.0,,,,F,F,T,F,desktop,Windows
83835,3260699,0.0,35895.0,0.0,0.0,2.0,-12.0,,,0.0,0.0,100.0,Found,,-420.0,Found,Found,166.0,15.0,352.0,256.0,,,,,,,,Found,Found,Android 6.0.1,chrome 64.0 for android,24.0,1280x720,match_status:2,T,F,T,T,mobile,SM-S727VL Build/MMB29M
65474,3159057,0.0,50034.0,0.0,0.0,14.0,-13.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,525.0,256.0,,,,,,,,Found,Found,Linux,chrome 63.0,32.0,2220x1080,match_status:2,T,F,T,T,desktop,
12403,3027350,0.0,266033.0,,,9.0,-27.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,LG-X210 Build/LMY47I
81198,3249117,-10.0,123230.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,15.0,290.0,401.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,T,F,mobile,
86750,3274457,-95.0,534441.0,0.0,0.0,-10.0,-27.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,15.0,567.0,507.0,,,,,,,,Found,Found,,chrome 60.0 for android,,,,F,F,T,F,mobile,SM-G532M Build/MMB29T
82442,3255083,-5.0,48477.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,529.0,256.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
105238,3380953,-10.0,188755.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,13.0,529.0,225.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
109598,3398321,-15.0,101651.0,,,0.0,-8.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,275.0,588.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,Windows
62365,3141358,0.0,50662.0,0.0,0.0,3.0,-3.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,352.0,500.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
138135,3546904,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,3019485,0.0,176733.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,13.0,312.0,597.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,2001x1125,match_status:2,T,F,T,T,mobile,iOS Device
74715,3212808,-5.0,519175.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
130559,3517253,-5.0,122557.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,548.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
87217,3277144,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
113715,3422576,-5.0,229909.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,Windows
31503,3068806,0.0,115687.0,,,0.0,-1.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,548.0,280.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,chrome 63.0,24.0,2880x1800,match_status:2,T,F,T,T,desktop,MacOS
95278,3329255,-45.0,7523.0,0.0,0.0,10.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,13.0,410.0,177.0,,,,,,,,Found,Found,Windows 7,firefox 58.0,24.0,1920x1200,match_status:2,T,F,T,T,desktop,Windows
124033,3479856,-20.0,288528.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,290.0,401.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
105034,3380291,-5.0,141937.0,,,1.0,-10.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,290.0,127.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,T,F,desktop,Windows
142816,3569749,-90.0,655998.0,0.0,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,595.0,255.0,41.0,IP_PROXY:HIDDEN,,356.0,177.0,Found,Found,Found,,firefox 60.0,,,,F,F,T,F,desktop,rv:60.0
116676,3439199,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39267,3082844,-5.0,182256.0,1.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,25.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
126111,3493005,-5.0,10635.0,,,0.0,0.0,,,,,100.0,Found,64.0,-300.0,New,NotFound,166.0,,533.0,256.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari generic,24.0,1920x1080,match_status:2,T,T,F,T,desktop,MacOS
78115,3232321,-45.0,116920.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,266.0,305.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,WAS-LX3 Build/HUAWEIWAS-LX3
74903,3213893,-15.0,130163.0,0.0,0.0,16.0,-35.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,13.0,373.0,333.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,T,T,F,desktop,rv:11.0
128036,3504680,-95.0,486090.0,0.0,0.0,0.0,-27.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,567.0,507.0,,,,,,,,Found,Found,,chrome generic for android,,,,F,F,T,F,mobile,SM-G610M Build/NRD90M
135701,3536997,-5.0,98558.0,,,0.0,0.0,,,,,100.0,Found,64.0,-300.0,New,NotFound,166.0,,100.0,533.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari 11.0,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
23859,3053687,-5.0,170132.0,,,4.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,178.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
99077,3351540,-5.0,97593.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
23549,3053151,-5.0,49250.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,,277.0,266.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
